"CustomerID","DOB","gender","MaritalStatus","Familysize"
"C12627","1995-04-15","M","Yes",2
"C12628","1953-01-27","M","Yes",4
"C12629","1975-03-24","F","No",1
"C12630","1956-07-04","M","Yes",4
"C12631","1990-10-02","F","Yes",3
"C12632","1946-02-09","F","Yes",4
"C12633","1972-11-10","M","Yes",3
"C12634","1979-03-14","M","Yes",3
"C12635","1976-03-22","M","Yes",4
"C12636","1970-04-15","F","Yes",4
"C12637","1992-08-07","F","Yes",4
"C12638","1984-01-02","M","Yes",4
"C12639","1977-01-03","F","No",1
"C12640","1973-06-28","M","No",1
"C12641","1968-07-28","F","Yes",4
"C12642","1998-03-24","F","Yes",2
"C12643","1988-02-03","M","No",1
"C12644","1984-01-03","F","Yes",3
"C12645","1976-03-24","F","Yes",4
"C12646","1986-12-12","M","Yes",4
"C12647","1971-07-11","F","Yes",4
"C12648","1978-10-06","F","Yes",4
"C12649","1976-08-09","F","Yes",4
"C12650","1981-12-25","F","Yes",3
"C12651","1973-08-12","M","Yes",4
"C12652","1952-02-02","M","Yes",4
"C12653","1986-07-11","F","Yes",4
"C12654","1944-08-16","M","Yes",4
"C12655","1976-07-15","M","Yes",4
"C12656","1961-12-05","F","Yes",4
"C12657","1933-07-24","F","Yes",4
"C12658","1950-09-25","F","No",1
"C12659","1972-12-15","F","Yes",4
"C12660","1994-05-07","M","Yes",3
"C12661","1977-01-23","M","Yes",4
"C12662","1977-09-02","F","Yes",4
"C12663","1972-02-20","F","Yes",4
"C12664","1981-02-28","M","Yes",4
"C12665","1968-07-19","F","Yes",4
"C12666","1990-10-28","M","Yes",3
"C12667","1939-09-19","M","Yes",4
"C12668","1972-04-27","M","Yes",3
"C12669","1977-03-11","M","Yes",3
"C12670","1982-09-24","F","Yes",4
"C12671","1982-10-05","F","Yes",4
"C12672","1986-12-02","F","Yes",3
"C12673","1994-05-20","F","Yes",3
"C12674","1950-06-25","F","Yes",4
"C12675","1984-12-28","F","Yes",4
"C12676","1955-06-02","F","Yes",4
"C12677","1975-09-08","M","No",1
"C12678","1963-12-08","F","Yes",4
"C12679","1978-10-03","F","Yes",4
"C12680","1971-10-22","F","Yes",4
"C12681","1936-09-02","F","Yes",4
"C12682","1946-05-20","F","Yes",4
"C12683","1947-11-25","F","No",1
"C12684","1996-09-07","F","Yes",3
"C12685","1975-10-01","M","Yes",4
"C12686","1983-10-14","M","No",1
"C12687","1937-06-14","M","Yes",4
"C12688","1962-11-23","F","Yes",4
"C12689","1949-10-22","F","Yes",4
"C12690","1934-05-09","M","Yes",4
"C12691","1976-05-14","F","Yes",4
"C12692","1995-06-21","M","Yes",3
"C12693","1979-04-24","M","Yes",3
"C12694","1999-11-23","F","Yes",2
"C12695","1991-11-01","M","Yes",3
"C12696","1981-08-19","F","Yes",4
"C12697","1972-02-23","F","Yes",4
"C12698","1989-12-23","M","Yes",4
"C12699","1975-03-15","M","Yes",4
"C12700","1985-06-03","F","Yes",3
"C12701","1987-02-28","F","Yes",4
"C12702","1981-06-08","F","Yes",4
"C12703","1979-07-27","M","Yes",3
"C12704","1974-01-19","F","Yes",4
"C12705","1947-07-08","M","Yes",4
"C12706","1998-09-21","F","Yes",3
"C12707","1965-12-11","F","Yes",4
"C12708","1975-02-25","F","Yes",4
"C12709","1938-10-02","F","Yes",4
"C12710","1982-05-20","F","Yes",4
"C12711","1986-11-14","F","Yes",4
"C12712","1971-08-06","F","Yes",4
"C12713","1984-02-16","M","Yes",4
"C12714","1948-05-10","M","Yes",4
"C12715","1996-04-19","M","Yes",3
"C12716","1984-02-28","M","Yes",4
"C12717","1993-05-22","M","Yes",3
"C12718","1942-09-05","F","No",1
"C12719","1980-06-25","M","Yes",4
"C12720","1964-09-13","M","Yes",4
"C12721","1948-12-20","M","Yes",4
"C12722","1969-09-13","F","Yes",3
"C12723","1981-10-21","M","Yes",3
"C12724","1975-04-08","F","Yes",3
"C12725","1979-07-11","M","No",1
"C12726","1972-03-01","M","Yes",4
"C12727","1941-05-17","M","Yes",4
"C12728","1974-07-16","F","Yes",3
"C12729","1987-10-25","F","Yes",4
"C12730","1975-11-09","M","Yes",4
"C12731","1949-07-13","F","Yes",4
"C12732","1987-09-25","M","Yes",4
"C12733","1949-04-22","M","Yes",4
"C12734","1970-07-16","M","Yes",4
"C12735","1940-07-21","M","Yes",4
"C12736","1957-04-03","M","Yes",4
"C12737","1933-04-19","M","Yes",4
"C12738","1940-04-27","M","Yes",4
"C12739","1949-04-03","F","Yes",4
"C12740","1984-02-25","F","Yes",3
"C12741","1957-07-04","F","Yes",4
"C12742","1961-03-21","F","Yes",4
"C12743","1977-09-16","F","Yes",4
"C12744","1950-10-24","F","Yes",4
"C12745","1939-05-24","F","Yes",4
"C12746","1946-06-16","F","Yes",4
"C12747","1993-11-21","M","Yes",3
"C12748","1976-11-05","M","Yes",4
"C12749","1999-11-05","F","Yes",3
"C12750","1989-04-14","F","Yes",4
"C12751","1981-11-11","M","Yes",4
"C12752","1998-07-15","F","Yes",2
"C12753","1960-11-22","F","Yes",4
"C12754","1968-07-24","F","Yes",3
"C12755","1970-03-14","M","Yes",4
"C12756","1985-10-19","M","Yes",4
"C12757","1970-12-15","F","Yes",4
"C12758","1947-12-22","M","Yes",4
"C12759","1978-08-04","M","Yes",3
"C12760","1952-02-14","M","Yes",4
"C12761","1983-03-15","F","Yes",4
"C12762","1994-10-25","F","Yes",3
"C12763","1976-01-22","F","Yes",4
"C12764","1980-02-12","F","Yes",4
"C12765","1971-01-13","F","Yes",3
"C12766","1955-09-28","F","Yes",4
"C12767","1983-05-16","M","Yes",4
"C12768","1941-10-20","M","Yes",4
"C12769","1978-03-25","F","Yes",4
"C12770","1977-07-05","M","Yes",3
"C12771","1946-03-28","F","No",1
"C12772","1980-11-16","M","No",1
"C12773","1982-04-08","M","Yes",4
"C12774","1967-01-17","M","Yes",4
"C12775","1955-02-10","M","Yes",4
"C12776","1980-02-07","M","No",1
"C12777","1970-09-08","M","Yes",4
"C12778","1944-04-11","M","No",1
"C12779","1976-07-17","F","Yes",3
"C12780","1946-01-22","M","Yes",4
"C12781","1973-07-04","F","Yes",4
"C12782","1999-06-20","M","Yes",3
"C12783","1985-01-25","M","Yes",4
"C12784","1968-08-25","M","Yes",3
"C12785","1988-05-12","F","Yes",4
"C12786","1976-04-03","M","Yes",3
"C12787","1986-03-08","F","Yes",4
"C12788","1980-06-11","M","Yes",4
"C12789","1987-10-12","F","Yes",3
"C12790","1985-01-15","M","Yes",4
"C12791","1993-04-06","M","No",1
"C12792","1958-11-06","F","Yes",4
"C12793","1980-05-15","F","Yes",4
"C12794","1965-05-12","M","Yes",4
"C12795","1979-08-06","M","Yes",4
"C12796","1972-12-22","F","Yes",4
"C12797","1984-10-25","F","Yes",4
"C12798","2000-12-24","F","Yes",2
"C12799","1983-03-09","M","Yes",4
"C12800","1990-08-24","F","Yes",4
"C12801","1976-07-02","F","Yes",4
"C12802","1939-09-04","M","Yes",4
"C12803","1962-10-16","M","Yes",4
"C12804","1969-08-20","M","Yes",4
"C12805","1993-02-27","F","Yes",3
"C12806","1976-07-24","M","Yes",4
"C12807","1973-07-03","M","Yes",4
"C12808","1974-07-25","F","Yes",4
"C12809","1991-12-12","F","Yes",4
"C12810","1999-04-14","F","Yes",2
"C12811","1968-03-18","F","Yes",4
"C12812","1969-06-26","F","Yes",3
"C12813","1974-04-27","F","Yes",4
"C12814","1993-05-19","F","Yes",3
"C12815","1962-03-24","F","Yes",4
"C12816","1955-09-18","F","Yes",4
"C12817","1935-04-23","F","No",1
"C12818","1990-05-09","F","Yes",4
"C12819","1940-05-21","F","No",1
"C12820","1967-09-24","M","Yes",4
"C12821","1980-05-25","F","Yes",3
"C12822","1946-02-10","F","Yes",4
"C12823","1984-01-27","M","Yes",4
"C12824","1985-06-24","F","Yes",4
"C12825","1985-04-11","M","Yes",3
"C12826","1966-12-18","M","Yes",4
"C12827","1982-12-22","F","Yes",4
"C12828","1974-10-04","M","Yes",4
"C12829","1977-03-28","F","Yes",4
"C12830","1994-05-04","F","Yes",3
"C12831","1936-03-09","F","Yes",4
"C12832","1950-08-21","M","Yes",4
"C12833","1980-05-04","F","Yes",4
"C12834","1970-10-19","F","Yes",4
"C12835","1994-07-08","F","Yes",3
"C12836","1990-03-24","F","Yes",4
"C12837","1968-07-17","F","Yes",4
"C12838","1968-11-21","F","Yes",4
"C12839","1948-01-20","M","Yes",4
"C12840","1983-03-12","F","Yes",4
"C12841","1975-11-18","M","Yes",4
"C12842","1970-06-18","M","Yes",4
"C12843","1956-10-09","F","Yes",4
"C12844","1983-09-15","M","Yes",4
"C12845","1986-10-20","F","Yes",4
"C12846","1996-09-28","F","Yes",3
"C12847","1988-12-12","F","No",1
"C12848","1985-02-19","M","Yes",3
"C12849","1972-06-01","M","Yes",4
"C12850","1936-10-01","M","Yes",3
"C12851","1964-07-28","F","Yes",4
"C12852","1973-05-21","M","Yes",4
"C12853","1980-03-06","F","Yes",4
"C12854","1984-12-12","M","Yes",4
"C12855","1971-01-23","M","Yes",4
"C12856","1970-01-20","M","Yes",3
"C12857","1981-02-15","F","Yes",4
"C12858","1937-06-15","M","Yes",4
"C12859","1972-05-21","F","Yes",4
"C12860","1960-08-26","M","Yes",4
"C12861","1978-11-21","M","Yes",4
"C12862","1990-10-25","M","No",1
"C12863","1994-12-11","M","Yes",3
"C12864","1997-08-15","M","Yes",2
"C12865","1947-04-16","F","Yes",4
"C12866","1975-10-01","F","Yes",3
"C12867","1998-01-09","F","Yes",2
"C12868","1976-03-06","M","Yes",3
"C12869","1994-06-14","F","Yes",3
"C12870","1990-01-22","M","Yes",3
"C12871","1983-12-01","F","No",1
"C12872","1955-05-09","M","Yes",4
"C12873","1977-05-20","F","Yes",4
"C12874","1959-02-28","F","Yes",4
"C12875","1951-10-14","F","Yes",4
"C12876","1954-11-22","M","Yes",4
"C12877","1958-12-04","M","Yes",4
"C12878","1993-09-21","F","Yes",3
"C12879","1995-02-21","M","Yes",3
"C12880","1955-04-22","M","Yes",4
"C12881","1983-01-28","M","Yes",4
"C12882","1996-10-10","F","Yes",3
"C12883","1979-12-11","M","Yes",4
"C12884","1970-06-28","F","Yes",3
"C12885","1937-11-03","M","Yes",4
"C12886","1976-03-25","F","Yes",4
"C12887","1947-10-15","M","Yes",4
"C12888","1985-06-06","M","Yes",4
"C12889","1943-04-22","M","Yes",4
"C12890","1998-06-21","M","Yes",2
"C12891","1977-08-15","F","Yes",4
"C12892","1969-11-22","M","Yes",4
"C12893","1963-05-02","F","Yes",4
"C12894","1974-12-23","M","Yes",4
"C12895","1984-04-24","F","Yes",4
"C12896","1993-02-15","M","Yes",3
"C12897","1984-03-01","F","Yes",3
"C12898","1933-04-16","F","Yes",4
"C12899","1948-12-12","F","Yes",4
"C12900","1980-11-28","M","Yes",4
"C12901","1977-04-08","M","Yes",3
"C12902","1970-03-15","F","Yes",4
"C12903","1993-05-25","M","Yes",3
"C12904","1968-10-06","M","Yes",3
"C12905","1976-06-27","F","Yes",3
"C12906","1995-05-22","F","Yes",3
"C12907","1966-11-01","M","No",1
"C12908","1992-07-17","M","No",1
"C12909","1954-07-26","M","Yes",4
"C12910","1969-01-23","M","Yes",4
"C12911","1998-05-08","F","Yes",3
"C12912","1971-01-19","M","No",1
"C12913","1973-07-22","M","Yes",4
"C12914","1986-11-04","M","Yes",3
"C12915","1985-11-13","M","Yes",4
"C12916","1982-01-10","F","Yes",4
"C12917","1995-08-26","M","Yes",2
"C12918","1967-10-12","M","Yes",4
"C12919","1962-11-16","F","Yes",4
"C12920","1968-11-20","F","Yes",4
"C12921","1955-11-04","F","Yes",4
"C12922","1970-06-20","M","Yes",4
"C12923","1953-02-08","M","Yes",4
"C12924","1996-01-12","M","Yes",2
"C12925","1940-05-04","M","Yes",4
"C12926","1970-07-14","F","Yes",4
"C12927","1977-11-18","F","Yes",4
"C12928","1962-02-12","F","Yes",4
"C12929","1983-02-12","F","Yes",4
"C12930","1959-12-27","M","Yes",4
"C12931","1975-08-02","F","Yes",4
"C12932","1986-04-07","F","Yes",4
"C12933","1947-06-28","F","Yes",4
"C12934","1935-02-12","F","Yes",4
"C12935","1948-08-07","M","Yes",4
"C12936","1942-09-25","F","Yes",4
"C12937","1943-12-24","F","Yes",4
"C12938","1969-08-28","F","Yes",4
"C12939","1987-08-26","F","Yes",4
"C12940","1976-05-03","F","Yes",3
"C12941","1972-03-07","F","Yes",4
"C12942","1991-09-24","F","Yes",4
"C12943","1981-11-23","F","Yes",4
"C12944","1933-07-04","F","Yes",4
"C12945","1935-10-20","M","Yes",4
"C12946","1971-01-28","F","Yes",3
"C12947","1943-11-08","F","Yes",4
"C12948","1993-12-12","M","No",1
"C12949","2000-07-19","F","No",1
"C12950","1979-01-04","F","Yes",4
"C12951","1962-08-01","F","Yes",4
"C12952","1964-02-17","F","Yes",3
"C12953","1972-04-02","F","Yes",4
"C12954","1978-12-19","M","Yes",4
"C12955","1976-05-19","F","Yes",3
"C12956","1958-12-08","F","Yes",4
"C12957","1973-12-19","F","Yes",4
"C12958","1944-03-01","F","Yes",4
"C12959","1969-03-24","F","Yes",4
"C12960","1950-11-03","F","Yes",4
"C12961","1979-02-11","M","Yes",4
"C12962","1955-04-05","F","Yes",4
"C12963","1937-04-25","F","Yes",4
"C12964","1934-02-16","F","Yes",4
"C12965","1934-06-20","M","Yes",4
"C12966","1988-01-16","M","Yes",3
"C12967","1968-04-11","F","Yes",4
"C12968","1982-04-24","M","Yes",4
"C12969","1979-01-18","M","Yes",4
"C12970","1996-07-23","F","Yes",3
"C12971","1992-04-28","F","Yes",4
"C12972","1959-02-03","M","Yes",4
"C12973","1968-05-18","F","Yes",4
"C12974","1971-07-28","M","Yes",4
"C12975","1946-06-03","M","Yes",4
"C12976","1977-05-13","F","Yes",4
"C12977","1973-11-11","F","Yes",3
"C12978","1978-04-14","F","Yes",4
"C12979","1976-01-22","F","Yes",4
"C12980","1971-10-26","F","Yes",4
"C12981","1984-04-26","F","Yes",4
"C12982","1980-08-17","M","No",1
"C12983","1937-07-16","M","Yes",4
"C12984","1993-06-10","F","Yes",3
"C12985","1997-12-08","F","Yes",3
"C12986","1999-02-02","M","Yes",2
"C12987","1970-08-05","M","Yes",4
"C12988","1968-06-19","M","Yes",4
"C12989","1960-11-02","M","Yes",4
"C12990","1981-11-14","M","Yes",4
"C12991","1981-09-20","F","Yes",4
"C12992","1994-01-22","M","Yes",3
"C12993","1981-11-12","M","Yes",4
"C12994","1965-03-24","F","Yes",4
"C12995","1973-02-20","F","Yes",4
"C12996","1990-10-26","M","Yes",3
"C12997","1963-08-07","M","Yes",4
"C12998","1940-08-02","M","Yes",4
"C12999","1978-10-13","M","Yes",4
"C13000","1987-09-16","F","Yes",3
"C13001","1990-01-23","F","Yes",3
"C13002","1980-03-01","M","Yes",4
"C13003","1974-08-12","F","Yes",4
"C13004","1942-07-17","M","Yes",4
"C13005","1987-03-24","F","Yes",4
"C13006","1955-12-04","M","Yes",4
"C13007","1986-01-17","M","No",1
"C13008","1976-05-11","M","Yes",3
"C13009","1984-12-05","F","Yes",4
"C13010","1998-11-17","F","Yes",2
"C13011","1999-02-04","M","Yes",2
"C13012","1978-08-03","M","Yes",4
"C13013","1962-08-12","M","Yes",4
"C13014","1972-10-19","F","Yes",4
"C13015","1972-11-14","M","Yes",3
"C13016","1996-10-05","F","Yes",3
"C13017","1989-09-16","M","Yes",4
"C13018","1939-06-19","F","No",1
"C13019","1977-08-19","M","Yes",4
"C13020","1978-03-06","M","Yes",4
"C13021","1969-11-03","F","Yes",4
"C13022","1986-07-19","F","Yes",4
"C13023","1956-02-06","F","Yes",4
"C13024","1994-09-22","M","Yes",3
"C13025","1990-12-21","M","Yes",3
"C13026","1982-12-16","M","Yes",4
"C13027","2000-11-02","M","Yes",2
"C13028","1993-10-03","F","Yes",3
"C13029","1940-10-23","F","Yes",4
"C13030","1978-02-25","M","Yes",4
"C13031","1976-07-28","M","Yes",4
"C13032","1968-11-10","M","Yes",4
"C13033","2000-07-23","M","Yes",2
"C13034","1989-01-21","F","Yes",4
"C13035","1973-03-01","F","Yes",4
"C13036","1996-05-13","M","Yes",3
"C13037","1950-10-26","M","Yes",4
"C13038","1980-04-25","F","Yes",4
"C13039","1959-04-03","F","Yes",4
"C13040","1981-06-18","M","Yes",4
"C13041","1981-08-19","M","Yes",4
"C13042","1994-10-07","F","Yes",3
"C13043","1980-11-28","F","Yes",4
"C13044","1949-05-11","F","Yes",4
"C13045","1977-07-04","M","Yes",3
"C13046","1976-02-28","F","Yes",4
"C13047","1959-04-19","M","No",1
"C13048","1993-08-23","F","Yes",3
"C13049","1972-12-11","F","Yes",4
"C13050","1996-05-19","F","Yes",3
"C13051","1985-07-02","F","Yes",4
"C13052","1952-12-06","M","Yes",4
"C13053","1947-06-17","M","Yes",4
"C13054","1989-07-02","F","Yes",4
"C13055","1980-06-15","M","Yes",4
"C13056","1999-07-06","F","Yes",2
"C13057","1963-12-23","M","Yes",4
"C13058","1983-02-15","M","Yes",4
"C13059","1982-12-14","M","Yes",4
"C13060","1989-06-01","F","Yes",4
"C13061","1999-10-01","F","Yes",3
"C13062","1949-01-04","F","Yes",4
"C13063","1989-04-12","F","Yes",3
"C13064","1998-09-01","F","Yes",2
"C13065","1936-08-05","M","Yes",4
"C13066","1973-09-24","F","Yes",4
"C13067","1980-11-14","M","Yes",4
"C13068","1993-08-22","M","Yes",3
"C13069","1984-05-05","M","Yes",4
"C13070","1987-12-06","M","Yes",4
"C13071","1944-08-12","M","Yes",4
"C13072","1962-10-15","F","Yes",4
"C13073","1969-08-02","M","Yes",4
"C13074","1996-12-07","F","Yes",3
"C13075","1997-10-06","F","Yes",3
"C13076","1969-01-02","F","Yes",4
"C13077","1994-01-25","M","Yes",3
"C13078","1995-10-10","F","Yes",3
"C13079","1972-05-01","F","Yes",4
"C13080","1974-11-26","F","Yes",4
"C13081","1970-03-21","M","Yes",4
"C13082","1954-01-09","F","Yes",4
"C13083","1937-04-05","M","Yes",4
"C13084","1985-01-05","M","Yes",4
"C13085","1977-05-03","M","Yes",3
"C13086","1982-10-03","M","Yes",4
"C13087","1997-12-27","F","Yes",3
"C13088","1935-04-08","M","Yes",4
"C13089","1996-03-03","F","Yes",3
"C13090","1972-02-17","F","Yes",3
"C13091","1978-06-28","M","Yes",4
"C13092","1974-12-26","M","Yes",4
"C13093","1979-01-23","F","Yes",4
"C13094","1971-11-01","M","Yes",4
"C13095","1938-09-10","F","No",1
"C13096","1970-01-04","M","Yes",4
"C13097","1985-06-26","F","Yes",3
"C13098","1942-09-20","F","Yes",4
"C13099","1964-02-12","F","Yes",4
"C13100","1957-05-20","M","Yes",4
"C13101","1977-11-04","F","Yes",4
"C13102","1934-03-25","F","Yes",4
"C13103","1978-01-08","M","Yes",4
"C13104","1936-11-19","M","Yes",4
"C13105","1989-09-08","F","Yes",4
"C13106","1975-02-23","F","Yes",3
"C13107","1993-08-11","M","Yes",3
"C13108","1977-06-09","M","No",1
"C13109","1968-02-20","M","Yes",4
"C13110","1936-12-20","M","Yes",4
"C13111","1970-03-21","F","Yes",4
"C13112","1971-02-08","M","Yes",4
"C13113","1949-03-27","M","Yes",4
"C13114","1991-09-09","F","Yes",4
"C13115","1981-05-07","F","Yes",3
"C13116","1999-04-15","M","Yes",2
"C13117","1993-08-22","F","Yes",3
"C13118","1960-05-02","F","Yes",4
"C13119","1984-04-24","F","Yes",4
"C13120","1975-04-18","M","Yes",4
"C13121","1988-10-17","M","Yes",4
"C13122","1984-12-14","M","Yes",4
"C13123","1972-11-03","F","Yes",4
"C13124","1946-12-17","M","Yes",4
"C13125","1993-06-17","M","Yes",3
"C13126","1964-11-13","M","Yes",4
"C13127","1974-07-05","F","Yes",4
"C13128","1936-06-25","M","Yes",4
"C13129","1993-02-20","M","Yes",3
"C13130","1966-11-02","M","Yes",4
"C13131","1968-11-11","F","Yes",3
"C13132","1947-05-24","F","Yes",4
"C13133","1969-11-26","M","Yes",4
"C13134","2000-03-28","M","Yes",2
"C13135","1956-05-10","M","Yes",4
"C13136","1940-12-04","F","Yes",4
"C13137","1951-02-09","F","Yes",4
"C13138","1969-05-04","M","Yes",4
"C13139","1972-06-08","F","Yes",3
"C13140","1981-09-25","M","Yes",4
"C13141","1942-05-22","F","Yes",4
"C13142","1984-09-07","F","Yes",4
"C13143","1981-04-06","F","Yes",4
"C13144","1935-02-19","M","Yes",4
"C13145","1952-02-07","F","Yes",4
"C13146","1972-03-18","F","Yes",4
"C13147","1981-07-16","M","Yes",4
"C13148","1933-09-17","F","Yes",4
"C13149","1995-04-08","M","Yes",2
"C13150","1981-11-23","F","Yes",4
"C13151","2000-02-06","M","Yes",2
"C13152","1985-12-18","F","No",1
"C13153","1958-08-23","M","Yes",4
"C13154","1999-04-12","F","Yes",2
"C13155","1952-05-20","F","No",1
"C13156","1980-10-22","M","Yes",4
"C13157","1981-02-19","F","Yes",4
"C13158","1977-01-12","F","Yes",3
"C13159","1934-12-09","M","Yes",4
"C13160","1973-10-06","M","Yes",4
"C13161","1983-08-27","F","Yes",4
"C13162","1939-03-12","M","Yes",4
"C13163","1985-06-03","F","Yes",4
"C13164","1950-01-07","M","Yes",4
"C13165","1950-02-24","F","Yes",4
"C13166","1972-12-21","M","Yes",4
"C13167","1982-05-16","F","Yes",3
"C13168","1996-10-22","F","Yes",3
"C13169","1948-08-08","F","Yes",4
"C13170","1938-01-15","F","Yes",4
"C13171","1995-12-04","F","No",1
"C13172","1976-03-23","M","Yes",4
"C13173","1989-11-15","M","Yes",3
"C13174","1973-04-23","F","Yes",4
"C13175","1985-05-20","F","Yes",4
"C13176","1977-04-03","F","Yes",4
"C13177","1974-05-03","M","Yes",4
"C13178","1961-11-28","F","Yes",4
"C13179","1979-02-09","M","Yes",4
"C13180","1974-04-12","F","Yes",4
"C13181","1990-08-15","M","Yes",3
"C13182","1954-02-11","M","Yes",4
"C13183","1984-08-02","M","Yes",3
"C13184","1937-03-08","M","Yes",4
"C13185","1934-10-12","F","Yes",4
"C13186","1980-03-06","M","Yes",4
"C13187","1978-05-22","F","Yes",3
"C13188","1998-10-28","M","Yes",2
"C13189","1997-06-07","M","Yes",2
"C13190","1993-08-21","F","Yes",3
"C13191","1971-11-12","M","Yes",3
"C13192","1975-12-10","M","Yes",4
"C13193","1956-03-12","M","Yes",4
"C13194","1976-09-16","M","Yes",4
"C13195","1982-10-16","M","Yes",4
"C13196","1973-04-10","F","No",1
"C13197","1957-09-11","M","Yes",4
"C13198","1957-05-17","M","Yes",4
"C13199","1975-07-13","M","Yes",3
"C13200","1951-09-15","F","Yes",4
"C13201","1976-08-08","F","Yes",4
"C13202","1967-09-27","M","Yes",4
"C13203","1982-03-03","M","Yes",3
"C13204","1998-04-16","M","Yes",3
"C13205","1986-02-04","M","Yes",4
"C13206","1955-11-06","F","Yes",4
"C13207","1983-05-12","M","Yes",3
"C13208","1944-01-11","F","Yes",4
"C13209","1988-07-15","M","Yes",4
"C13210","1966-01-04","F","Yes",4
"C13211","1973-01-10","F","Yes",4
"C13212","1951-01-17","M","Yes",4
"C13213","1941-06-18","F","Yes",4
"C13214","1975-06-06","M","Yes",4
"C13215","1950-04-10","F","Yes",4
"C13216","1951-01-01","M","Yes",4
"C13217","1984-01-24","F","No",1
"C13218","1935-04-28","F","Yes",3
"C13219","1985-10-17","M","Yes",3
"C13220","1993-09-17","M","Yes",3
"C13221","1983-12-07","F","Yes",3
"C13222","1991-10-21","M","Yes",3
"C13223","1992-01-03","M","Yes",3
"C13224","1986-10-26","F","Yes",4
"C13225","1982-11-09","M","Yes",4
"C13226","1988-03-01","M","Yes",4
"C13227","1974-03-28","F","Yes",3
"C13228","1964-08-24","M","Yes",4
"C13229","1958-09-09","M","Yes",4
"C13230","1973-11-06","F","Yes",4
"C13231","1976-10-21","M","Yes",4
"C13232","1952-06-05","F","Yes",4
"C13233","1994-11-22","M","No",1
"C13234","1988-08-23","F","Yes",4
"C13235","1991-02-21","M","Yes",3
"C13236","1947-09-20","F","Yes",4
"C13237","1998-01-04","M","Yes",2
"C13238","1934-12-12","F","Yes",4
"C13239","1942-05-13","M","Yes",4
"C13240","1976-03-07","M","No",1
"C13241","1954-12-09","M","Yes",4
"C13242","1984-02-26","M","Yes",4
"C13243","1999-05-02","M","Yes",2
"C13244","1985-01-16","F","Yes",3
"C13245","1984-03-08","M","Yes",4
"C13246","1985-08-22","F","Yes",4
"C13247","1957-05-02","M","Yes",4
"C13248","1997-08-27","F","No",1
"C13249","1985-11-23","F","Yes",4
"C13250","1992-06-26","F","Yes",4
"C13251","1956-07-14","F","Yes",4
