,name,postal_code,latitude,longitude,Day,accum_tot_comment,Total_accum_positive,Total_accum_negative,comments_of_day,pos_comment,neg_comment,nearby_89109,nearby_89119,stars,Chinese,Italian,Thai,Mexican,Japanese,Caribbean,Mediterranean,LatinAmerican,Saturday,Sunday,treatment,control2,diff_date
10,360 Gourmet Burrito,89119,36.0857159758,-115.15318780790001,14daysaft,0.0,0.0,0.0,0.0,0.0,0.0,False,True,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
11,Agua El Manantial,89104,36.1580452,-115.1236622,14daysbef,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
12,Agua El Manantial,89104,36.1580452,-115.1236622,7daysbef,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
13,Agua El Manantial,89104,36.1580452,-115.1236622,5daysbef,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
14,Agua El Manantial,89104,36.1580452,-115.1236622,3daysbef,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
15,Agua El Manantial,89104,36.1580452,-115.1236622,1daysbef,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
16,Agua El Manantial,89104,36.1580452,-115.1236622,onthatday,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
17,Agua El Manantial,89104,36.1580452,-115.1236622,1daysaft,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
18,Agua El Manantial,89104,36.1580452,-115.1236622,3daysaft,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
19,Agua El Manantial,89104,36.1580452,-115.1236622,5daysaft,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
20,Agua El Manantial,89104,36.1580452,-115.1236622,7daysaft,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
21,Agua El Manantial,89104,36.1580452,-115.1236622,14daysaft,4.0,4.0,0.0,0.0,0.0,0.0,False,False,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
22,Alexis Cafe,89169,36.1062361,-115.1561494,14daysbef,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
23,Alexis Cafe,89169,36.1062361,-115.1561494,7daysbef,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
24,Alexis Cafe,89169,36.1062361,-115.1561494,5daysbef,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
25,Alexis Cafe,89169,36.1062361,-115.1561494,3daysbef,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
26,Alexis Cafe,89169,36.1062361,-115.1561494,1daysbef,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
27,Alexis Cafe,89169,36.1062361,-115.1561494,onthatday,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
28,Alexis Cafe,89169,36.1062361,-115.1561494,1daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
29,Alexis Cafe,89169,36.1062361,-115.1561494,3daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
30,Alexis Cafe,89169,36.1062361,-115.1561494,5daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
31,Alexis Cafe,89169,36.1062361,-115.1561494,7daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
32,Alexis Cafe,89169,36.1062361,-115.1561494,14daysaft,1.0,0.0,1.0,0.0,0.0,0.0,False,False,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
33,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,14daysbef,36.0,26.0,10.0,1.0,1.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
34,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,7daysbef,36.0,26.0,10.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
35,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,5daysbef,36.0,26.0,10.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
36,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,3daysbef,37.0,27.0,10.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
37,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,1daysbef,38.0,27.0,11.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
38,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,onthatday,38.0,27.0,11.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
39,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,1daysaft,38.0,27.0,11.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
40,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,3daysaft,38.0,27.0,11.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
41,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,5daysaft,38.0,27.0,11.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
42,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,7daysaft,38.0,27.0,11.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
43,American Coney Island Chili Dogs,89101,36.169971,-115.14277140000002,14daysaft,40.0,28.0,12.0,1.0,1.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
44,Anderson Air Mechanical,89101,36.1685066,-115.1406797,14daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
45,Anderson Air Mechanical,89101,36.1685066,-115.1406797,7daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
46,Anderson Air Mechanical,89101,36.1685066,-115.1406797,5daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
47,Anderson Air Mechanical,89101,36.1685066,-115.1406797,3daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
48,Anderson Air Mechanical,89101,36.1685066,-115.1406797,1daysbef,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
49,Anderson Air Mechanical,89101,36.1685066,-115.1406797,onthatday,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
50,Anderson Air Mechanical,89101,36.1685066,-115.1406797,1daysaft,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
51,Anderson Air Mechanical,89101,36.1685066,-115.1406797,3daysaft,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
52,Anderson Air Mechanical,89101,36.1685066,-115.1406797,5daysaft,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
53,Anderson Air Mechanical,89101,36.1685066,-115.1406797,7daysaft,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
54,Anderson Air Mechanical,89101,36.1685066,-115.1406797,14daysaft,0.0,0.0,0.0,0.0,0.0,0.0,False,False,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
55,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,14daysbef,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
56,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,7daysbef,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
57,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,5daysbef,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
58,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,3daysbef,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
59,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,1daysbef,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
60,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,onthatday,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0
61,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,1daysaft,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
62,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,3daysaft,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
63,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,5daysaft,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
64,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,7daysaft,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
65,Annie's Kitchen,89106,36.1843030127,-115.14700535680001,14daysaft,5.0,4.0,1.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
66,Bacio,89109,36.0990448,-115.1704519,14daysbef,25.0,18.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
67,Bacio,89109,36.0990448,-115.1704519,7daysbef,26.0,19.0,7.0,1.0,1.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
68,Bacio,89109,36.0990448,-115.1704519,5daysbef,26.0,19.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
69,Bacio,89109,36.0990448,-115.1704519,3daysbef,26.0,19.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
70,Bacio,89109,36.0990448,-115.1704519,1daysbef,26.0,19.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
71,Bacio,89109,36.0990448,-115.1704519,onthatday,26.0,19.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
72,Bacio,89109,36.0990448,-115.1704519,1daysaft,26.0,19.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
73,Bacio,89109,36.0990448,-115.1704519,3daysaft,26.0,19.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
74,Bacio,89109,36.0990448,-115.1704519,5daysaft,26.0,19.0,7.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
75,Bacio,89109,36.0990448,-115.1704519,7daysaft,29.0,21.0,8.0,3.0,2.0,1.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
76,Bacio,89109,36.0990448,-115.1704519,14daysaft,29.0,21.0,8.0,0.0,0.0,0.0,True,False,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
77,Beach Café,89109,36.0990077275,-115.17141087629999,14daysbef,12.0,6.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
78,Beach Café,89109,36.0990077275,-115.17141087629999,7daysbef,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
79,Beach Café,89109,36.0990077275,-115.17141087629999,5daysbef,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
80,Beach Café,89109,36.0990077275,-115.17141087629999,3daysbef,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
81,Beach Café,89109,36.0990077275,-115.17141087629999,1daysbef,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
82,Beach Café,89109,36.0990077275,-115.17141087629999,onthatday,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
83,Beach Café,89109,36.0990077275,-115.17141087629999,1daysaft,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
84,Beach Café,89109,36.0990077275,-115.17141087629999,3daysaft,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
85,Beach Café,89109,36.0990077275,-115.17141087629999,5daysaft,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
86,Beach Café,89109,36.0990077275,-115.17141087629999,7daysaft,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
87,Beach Café,89109,36.0990077275,-115.17141087629999,14daysaft,13.0,7.0,6.0,0.0,0.0,0.0,True,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
88,Beer Garden,89101,36.1720776,-115.1468298,14daysbef,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
89,Beer Garden,89101,36.1720776,-115.1468298,7daysbef,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
90,Beer Garden,89101,36.1720776,-115.1468298,5daysbef,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
91,Beer Garden,89101,36.1720776,-115.1468298,3daysbef,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
92,Beer Garden,89101,36.1720776,-115.1468298,1daysbef,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
93,Beer Garden,89101,36.1720776,-115.1468298,onthatday,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0
94,Beer Garden,89101,36.1720776,-115.1468298,1daysaft,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
95,Beer Garden,89101,36.1720776,-115.1468298,3daysaft,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
96,Beer Garden,89101,36.1720776,-115.1468298,5daysaft,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
97,Beer Garden,89101,36.1720776,-115.1468298,7daysaft,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
98,Beer Garden,89101,36.1720776,-115.1468298,14daysaft,2.0,2.0,0.0,0.0,0.0,0.0,False,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
99,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,14daysbef,41.0,35.0,6.0,1.0,1.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
100,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,7daysbef,48.0,40.0,8.0,1.0,0.0,1.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
101,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,5daysbef,49.0,41.0,8.0,1.0,1.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
102,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,3daysbef,53.0,43.0,10.0,2.0,1.0,1.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
103,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,1daysbef,58.0,47.0,11.0,2.0,1.0,1.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
104,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,onthatday,58.0,47.0,11.0,0.0,0.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
105,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,1daysaft,60.0,49.0,11.0,2.0,2.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
106,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,3daysaft,60.0,49.0,11.0,0.0,0.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
107,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,5daysaft,60.0,49.0,11.0,0.0,0.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
108,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,7daysaft,62.0,50.0,12.0,2.0,1.0,1.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
109,Blue Ribbon Fried Chicken - Grand Bazaar,89109,36.1143022,-115.1721025,14daysaft,68.0,55.0,13.0,0.0,0.0,0.0,True,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
110,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,14daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
111,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,7daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
112,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,5daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
113,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,3daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
114,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,1daysbef,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
115,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,onthatday,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0
116,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,1daysaft,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
117,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,3daysaft,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
118,Bonanno's New York Pizzeria,89119,36.088510135199996,-115.1754992181,5daysaft,2.0,1.0,1.0,0.0,0.0,0.0,False,True,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1
